744	3	1	0	lover of ( whose death episode is The Climb and died from the First of His Name.<br />The King on the Iron Throne )	:Joffrey_Baratheon,:The_Climb	:Tyrion_Lannister,:Theon_Greyjoy,:Pycelle
745	2	1	0	( whose title is Aegon of the House Targaryen and whose spouse is Viserys I Targaryen )	:Viserys_I_Targaryen,:Aegon_II_Targaryen	:Alicent_Hightower
746	2	1	0	( what preceded Defiance of Duskendale and happened in The Westerlands )	:The_Westerlands,:Defiance_of_Duskendale	:Reyne_Rebellion
747	1	0	0	whose sibling is Karl Whitehill	:Karl_Whitehill	:Gwyn_Whitehill,:Torrhen_Whitehill,:Ebbert_Whitehill
748	1	0	0	whose spouse is Luthor Tyrell	:Luthor_Tyrell	:Olenna_Tyrell
749	2	0	0	those allied with what second side of Assassination of Jon Arryn is	:Assassination_of_Jon_Arryn	:Jon_Arryn,:Lysa_Arryn,:Robin_Arryn,:Yohn_Royce,:Vardis_Egen,:Artys_Arryn,:Jasper_Arryn,:Aemma_Arryn,:Hugh,:Donnel_Waynwood,:Alys_Arryn,:Anya_Waynwood,:Ronnel_Arryn_(King),:Jon_Lynderly,:Eon_Hunter
750	2	0	0	mentioned is episode episode Donnel Waynwood first appeared in	:Donnel_Waynwood	:Robert_Baratheon,:Jon_Arryn,:Elia_Martell,:Tyene_Sand,:Nymeria_Sand,:Obara_Sand,:Brandon_Stark_(son_of_Rickard),:Obella_Sand,:Loreza_Sand,:Dorea_Sand,:Elia_Sand,:Sarella_Sand,:Ilyn_Payne,:Thoros,:Cleon
751	3	0	0	who appeared in acted as first episode is Fire and Blood	:Fire_and_Blood	:Robert_Baratheon,:Daenerys_Targaryen,:Eddard_Stark,:Jon_Snow,:Tyrion_Lannister,:Stannis_Baratheon,:Joffrey_Baratheon,:Tywin_Lannister,:Ramsay_Bolton,:Robb_Stark,:Cersei_Lannister,:Walder_Frey,:Jaime_Lannister,:Tommen_Baratheon,:Craster,:Arya_Stark,:Rhaenyra_Targaryen,:Sansa_Stark,:Roose_Bolton,:Bran_Stark,:Aegon_III_Targaryen,:Daeron_II_Targaryen,:Roslin_Tully,:Renly_Baratheon,:Sandbox/Jon_Snow_(Updated),:Loras_Tyrell,:Jon_Arryn,:Theon_Greyjoy,:Kevan_Lannister,:Lothar_Frey,:Petyr_Baelish,:Aegon_IV_Targaryen,:Maekar_Targaryen,:Gareth_Umber,:Aegon_I_Targaryen,:Daemon_I_Blackfyre,:Balon_Greyjoy,:Margaery_Tyrell,:Walder_Rivers,:Drogo,:Gregor_Clegane,:Regan_Karstark,:Aegon_V_Targaryen,:Barristan_Selmy,:Catelyn_Stark,:Viserys_II_Targaryen,:Rickard_Karstark,:Baelor_Targaryen,:Rickon_Stark,:Samwell_Tarly,:Lancel_Lannister,:Jorah_Mormont,:Davos_Seaworth,:Shirei_Frey,:Joseth_Umber,:Yara_Greyjoy,:Edmure_Tully,:Walda_Frey_(The_Rains_of_Castamere),:Gilly,:Lysa_Arryn,:Maegor_Targaryen,:Stevron_Frey,:Viserys_I_Targaryen,:Daario_Naharis,:Derwa_Frey,:Waldra_Frey,:Jeor_Mormont,:Brynden_Rivers,:Viserys_Targaryen,:Varys,:Baelor_Targaryen_(son_of_Daeron_II),:Myrcella_Baratheon,:Aerys_I_Targaryen,:Naerys_Targaryen,:Orys_Baratheon,:Aenys_Targaryen,:Sam,:Waldron_Frey,:Hoster_Tully,:Olyvar_Frey,:Brienne_of_Tarth,:Mance_Rayder,:Mycah_Umber,:Alliser_Thorne,:Aemon,:Olenna_Tyrell,:Sandor_Clegane,:Ryger_Rivers,:Daenerys_Targaryen_(daughter_of_Aegon_IV),:Qyburn,:Jaehaerys_I_Targaryen,:Summer,:Arwaya_Frey,:Hothor_Umber,:Corin_Umber,:Rhaella_Targaryen,:Lucan_Umber,:Harkon_Umber,:Janos_Slynt,:Brandon_Stark_(son_of_Rickard),:Amarylis_Umber,:Melisandre,:Tormund,:Brynden_Tully,:Ghost,:Myriah_Martell,:Benjen_Stark,:Daena_Targaryen,:Joanna_Lannister,:Morag_Umber,:Robin_Arryn,:Aegor_Rivers,:Rossart,:Jon_Umber_(Greatjon),:Hodor,:Joyeuse_Frey,:Shaggydog,:Harrion_Karstark,:Steffon_Baratheon,:Shireen_Baratheon,:Hollys_Umber,:Ygritte,:Grey_Worm,:Eddison_Tollett,:Grey_Wind,:Commard_Karstark,:Maege_Mormont,:Baratheon_(son_of_Robert),:Rodrik_Greyjoy,:Rodrik_Cassel,:Bronn,:Visenya_Targaryen,:Maron_Greyjoy,:Aelinor_Targaryen,:Rhaenys_Targaryen_(sister_of_Aegon_I),:Aerion_Targaryen,:Merry_Frey,:Lady,:Drogon,:Shiera_Seastar,:Dagmer,:Pycelle,:Ilyn_Payne,:Osha,:Morgana_Umber,:Finn_Umber,:Laurence_Karstark,:Petyr_Karstark,:Barra,:Kear_Umber,:Brandon_Umber,:Rhaegel_Targaryen,:Viserion,:Torrhen_Karstark,:Doreah,:Emilia_Umber,:Rhaegal,:Berrican_Karstark,:Jon_Karstark,:Selwyn_Tarth,:Xaro_Xhoan_Daxos,:Talisa_Stark,:Daragh_Umber,:Robar_Royce,:Willem_Lannister,:Grenn,:Martyn_Lannister,:Matthos_Seaworth,:Shae,:Beric_Dondarrion,:Tytos_Lannister,:Myranda,:Waymar_Royce,:Argalia_Baratheon,:Rhaego,:Balerion,:Jojen_Reed,:Cassana_Baratheon,:Sarra_Frey,:Dorna_Lannister,:Podrick_Payne,:Brandon_Stark_(the_Builder),:Gendry,:Meryn_Trant,:Serra_Frey,:Duncan_the_Tall,:Meera_Reed,:Craster's_younger_wife_(Walk_of_Punishment),:Othell_Yarwyck,:Nymeria_(direwolf),:Vhagar,:Neyela_Frey,:Boros_Blount,:Daemon_II_Blackfyre,:Irri,:Thoros,:Minisa_Tully,:Pypar,:Galbart_Glover,:Preston_Greenfield,:Aemon_Blackfyre,:Aegon_Blackfyre,:Beric_Karstark,:Karl_Tanner,:Raymont_Baratheon,:Rakharo,:Janeya_Frey,:Rast,:Wendel_Manderly,:Lord_of_Bones,:Jaqen_H'ghar,:Amory_Lorch,:High_Septon_(After_the_riot_of_King's_Landing),:Luwin,:Harren_Hoare,:High_Septon_(Before_the_riot_of_King's_Landing),:Katrina_Umber,:Dongo,:Ros,:Razdal_mo_Eraz,:Mychal_Baratheon,:Imry_Florent,:Dontos_Hollard,:Mandon_Moore,:Petyr_Baratheon,:Vardis_Egen,:Lorren,:Addam_Marbrand,:Pyat_Pree,:Freya_Frey,:Greizhen_mo_Ullhor,:Maynard_Umber,:Locke,:Tommard_Baratheon,:Edric_Baratheon,:Jack,:Billy,:Stafford_Lannister,:Serena_Blackfyre,:Winterfell_shepherd,:Mara_Karstark,:Lynesse_Hightower,:Bharbo,:Salladhor_Saan,:Cedric_Umber,:Allana_Tyrell,:Three-eyed_raven,:Alton_Lannister,:Jory_Cassel,:Maron_Martell,:Mirri_Maz_Duur,:Kraznys_mo_Nakloz,:Tyrell_lady,:Qotho,:Emmon_Cuy,:Lyonel_Baratheon,:Timett,:Old_Nan,:Mago,:Tysha,:Polliver,:Drennan,:Mordane,:Qhorin,:Hot_Pie,:Olyvar,:Vayon_Poole,:Illyrio_Mopatis,:Bruni,:Ethelide_Baratheon,:Missandei,:Craster's_wife_(Walk_of_Punishment),:Jaremy_Mallister,:White_Walker_(Valar_Morghulis),:Haggo,:Mero,:Kovarro,:Marya_Seaworth,:Mhaegen,:Hallyne,:Copper_King,:Urzen,:Anguy,:Silk_King,:Gelmarr,:Aggo,:Unnamed_miller's_wife,:Paxter_Redwyne,:Varly,:Karstark_lookout,:Yoren,:Palla,:Rorge,:Marei,:Hugh,:Balon_Swann,:Biter,:Leo_Lefford,:Aron_Santagar,:Lommy,:Arys_Oakheart,:Farlen,:Mycah,:Jacks,:Todder,:Baratheon_officer,:Shella_Whent,:Cohollo,:Spice_King,:Prendahl_na_Ghezn,:Mern_IX_Gardener,:Marianne_Frey,:Jafer_Flowers,:Harys_Swyft,:Chella,:Wallen,:Syrio_Forel,:Jonos_Bracken,:Unsullied_1_(Valar_Dohaeris),:Tyrek_Tallhart,:Dothraki_crone,:Will,:Orell,:Gared,:Unidentified_handmaiden,:Tom,:Reginald_Lannister,:Mikken,:Stiv,:Jaremy_Rykker,:Armeca,:Drowned_Priest,:White_Walker_(Winter_is_Coming),:The_Tickler,:Willis_Wode,:Old_man,:Shagga,:Quaithe,:Jon_Lynderly,:Eon_Hunter
752	1	0	0	what caused death of The Rogue Prince	:Daemon_Targaryen	:Aemond_Targaryen,:Battle_Above_the_Gods_Eye
753	3	1	1	( what preceded what Protector of the Realm is the side one commander of and whose second side is House Arryn )	:House_Arryn,:Protector_of_the_Realm	:Assassination_of_Jon_Arryn
754	3	1	0	( whose title is Knighthood and preceded by participated as second side in Trial by Seven of Duncan the Tall )	:Knighthood,:Trial_by_Seven_of_Duncan_the_Tall	:Gerold_Hightower
755	3	1	1	( what who appeared in Season 3 is the side one commander of and what Othell Yarwyck is the side two commander of )	:Othell_Yarwyck,:Season_3	:Mutiny_at_Castle_Black
756	1	0	0	what was concurrent with Liberation of Slaver's Bay	:Liberation_of_Slaver's_Bay	:War_of_the_Five_Kings,:Conflict_Beyond_the_Wall
757	3	1	0	whose first side is ( what first side of Sack of Lannisport is and what second side of Raid by the Gods Eye is )	:Sack_of_Lannisport,:Raid_by_the_Gods_Eye	:War_of_the_Five_Kings,:Destruction_of_the_Great_Sept_of_Baelor,:Robert's_Rebellion,:Battle_of_the_Blackwater,:Greyjoy_Rebellion,:Andal_Invasion,:Sack_of_King's_Landing,:Battle_at_the_Mummer's_Ford,:Riot_of_King's_Landing,:Execution_of_Eddard_Stark,:War_of_the_Ninepenny_Kings,:Battle_of_the_Green_Fork,:Assassination_at_the_Tower_of_the_Hand,:Siege_of_Riverrun,:Sack_of_Lannisport,:Battle_of_the_Golden_Tooth,:Reyne_Rebellion
758	1	0	0	whose religion is Faith of the Seven	:Faith_of_the_Seven	:King's_Landing,:Robert_Baratheon,:Tyrion_Lannister,:Stannis_Baratheon,:Joffrey_Baratheon,:Aerys_II_Targaryen,:Robb_Stark,:The_North,:Walder_Frey,:Red_Keep,:Tommen_Baratheon,:Arya_Stark,:Sansa_Stark,:Renly_Baratheon,:Loras_Tyrell,:Oberyn_Martell,:Rhaegar_Targaryen,:Dorne,:Aegon_I_Targaryen,:Kingdom_of_the_North,:Aegon_V_Targaryen,:Catelyn_Stark,:Baelor_Targaryen,:Samwell_Tarly,:Elia_Martell,:Lancel_Lannister,:The_Vale_of_Arryn,:Davos_Seaworth,:The_Twins,:The_Riverlands,:The_Stormlands,:Iron_Islands,:Viserys_Targaryen,:Myrcella_Baratheon,:The_Crownlands,:Brienne_of_Tarth,:Daeron_I_Targaryen,:The_Reach,:Rhaella_Targaryen,:Amarylis_Umber,:Storm's_End,:High_Sparrow,:Gerold_Hightower,:Harrenhal,:Dragonstone_(castle),:Riverrun,:Randyll_Tarly,:Kingdom_of_the_Stormlands,:Kitty_Frey,:The_Westerlands,:Aerion_Targaryen,:Kingdom_of_the_Reach,:Highgarden,:The_Eyrie,:Oldtown,:Laenor_Velaryon,:Matthos_Seaworth,:Dornish_Marches,:Kingdom_of_the_Isles_and_Rivers,:Principality_of_Dorne,:Casterly_Rock,:Dickon_Tarly,:Sunspear,:Kingdom_of_the_River_and_the_Hills,:Castle_Black,:Kingdom_of_the_Iron_Islands,:Kingdom_of_the_Mountain_and_the_Vale,:Britt_Warrick,:Axell_Florent,:Preston_Greenfield,:Kingdom_of_the_Rock,:Raymont_Baratheon,:Dragonstone_(island),:Wendel_Manderly,:Tyland_Lannister,:Corlys_Velaryon,:Starfall,:Addam_Marbrand,:Lewyn_Martell,:White_Harbor,:Hugh_Hammer,:Great_Sept_of_Baelor,:Ulf_the_White,:Highpoint,:Horn_Hill,:Lord_of_Riverrun,:Wyllis_Bracken,:Runestone,:Evenfall_Hall,:Ormund_Baratheon,:The_Hightower,:Seagard,:Stone_Hedge,:Lannisport,:The_Arbor,:Wyman_Manderly,:Clegane's_Keep,:Leo_Lefford,:Castle_Stokeworth,:Water_Gardens,:Ashford,:The_Citadel,:Unella,:Blackhaven,:Jason_Lannister,:Tarth,:Brightwater_Keep,:Cooper,:Reginald_Lannister,:The_Crag,:Stonehelm,:Raymun_Darry,:Rain_House,:Haystack_Hall
759	1	0	0	whose culture is Andals	:Andals	:Robert_Baratheon,:Tyrion_Lannister,:Stannis_Baratheon,:Joffrey_Baratheon,:Tywin_Lannister,:Cersei_Lannister,:The_North,:Walder_Frey,:Jaime_Lannister,:Tommen_Baratheon,:Mace_Tyrell,:Roslin_Tully,:Renly_Baratheon,:Loras_Tyrell,:Jon_Arryn,:Kevan_Lannister,:Lothar_Frey,:Petyr_Baelish,:Dorne,:Margaery_Tyrell,:Kingdom_of_the_North,:Walder_Rivers,:Gregor_Clegane,:Barristan_Selmy,:Catelyn_Stark,:Samwell_Tarly,:Lancel_Lannister,:The_Vale_of_Arryn,:Davos_Seaworth,:Shirei_Frey,:Edmure_Tully,:The_Riverlands,:Walda_Frey_(The_Rains_of_Castamere),:The_Stormlands,:Lysa_Arryn,:Stevron_Frey,:Derwa_Frey,:Waldra_Frey,:Myrcella_Baratheon,:Waldron_Frey,:Hoster_Tully,:Olyvar_Frey,:Brienne_of_Tarth,:Alliser_Thorne,:Olenna_Tyrell,:Sandor_Clegane,:Ryger_Rivers,:The_Reach,:Arwaya_Frey,:Brynden_Tully,:Gerold_Hightower,:Walda_Bolton,:Joanna_Lannister,:Robin_Arryn,:Alicent_Hightower,:Randyll_Tarly,:Kingdom_of_the_Stormlands,:Steffon_Baratheon,:Shireen_Baratheon,:Kitty_Frey,:The_Westerlands,:Merry_Frey,:Ilyn_Payne,:Alerie_Tyrell,:Kingdom_of_the_Reach,:Selwyn_Tarth,:Robar_Royce,:Willem_Lannister,:Criston_Cole,:Martyn_Lannister,:Matthos_Seaworth,:Beric_Dondarrion,:Dornish_Marches,:Tytos_Lannister,:Waymar_Royce,:Yohn_Royce,:Kingdom_of_the_Isles_and_Rivers,:Principality_of_Dorne,:Dickon_Tarly,:Luthor_Tyrell,:The_Neck,:Cassana_Baratheon,:Sarra_Frey,:Dorna_Lannister,:Gendry,:Meryn_Trant,:Serra_Frey,:Kingdom_of_the_River_and_the_Hills,:Othell_Yarwyck,:Neyela_Frey,:Boros_Blount,:Lollys_Stokeworth,:Minisa_Tully,:Kingdom_of_the_Mountain_and_the_Vale,:Talla_Tarly,:Axell_Florent,:Preston_Greenfield,:Kingdom_of_the_Rock,:Janeya_Frey,:Tyland_Lannister,:Amory_Lorch,:Otto_Hightower,:Lyonel_Tyrell,:Mychal_Baratheon,:Imry_Florent,:Dontos_Hollard,:Vardis_Egen,:Artys_Arryn,:Addam_Marbrand,:Edmyn_Tully,:Ortengryn,:Stafford_Lannister,:Lynesse_Hightower,:Harlen_Tyrell,:Jasper_Arryn,:Tanda_Stokeworth,:Allana_Tyrell,:Finn,:Alton_Lannister,:Stokeworth_(Lord),:Emmon_Cuy,:Lyonel_Baratheon,:Lyman_Beesbury,:Tully_(son_of_Edmure),:Wyllis_Bracken,:Ormund_Baratheon,:Baelish_(father_of_Petyr),:Jason_Mallister,:Aemma_Arryn,:Jaremy_Mallister,:Jonothor_Darry,:Paxter_Redwyne,:Endrew_Tarth,:Denys_Mallister,:Hugh,:Balon_Swann,:Leo_Lefford,:Arys_Oakheart,:Shella_Whent,:Donnel_Waynwood,:Jason_Lannister,:Marianne_Frey,:Jafer_Flowers,:Harys_Swyft,:Viola_Redwyne,:Jonos_Bracken,:Alys_Arryn,:Walter_Whent,:Anya_Waynwood,:Baelish_(hedge_knight),:Reginald_Lannister,:Jack_Bulwer,:Damon_Marbrand,:Terrence_Toyne,:Raymun_Darry,:Ronnel_Arryn_(King),:Willis_Wode,:Jon_Lynderly,:Eon_Hunter,:Erryk_Cargyll
760	1	0	0	what caused death of Baratheon officer	:Baratheon_officer	:Tyrion_Lannister,:Battle_of_the_Blackwater
761	3	1	0	( what a conflict of Sack of Winterfell is and happened in location of First Dornish War )	:Sack_of_Winterfell,:First_Dornish_War	:War_of_the_Five_Kings
762	2	1	0	( first side leader of Trial by Seven of Maegor Targaryen and mentioned is episode The Ghost of Harrenhal )	:The_Ghost_of_Harrenhal,:Trial_by_Seven_of_Maegor_Targaryen	:Maegor_Targaryen
763	1	0	0	what was concurrent with Forrester-Whitehill conflict	:Forrester-Whitehill_conflict	:War_of_the_Five_Kings,:Liberation_of_Slaver's_Bay,:Conflict_Beyond_the_Wall
764	1	0	0	preceded Daeron I Targaryen	:Daeron_I_Targaryen	:Aegon_III_Targaryen
765	2	0	0	side two participant of whose first side is Qyburn	:Qyburn	:King's_Landing,:Hand_of_the_King,:Mace_Tyrell,:Loras_Tyrell,:Kevan_Lannister,:Margaery_Tyrell,:Lancel_Lannister,:The_Crownlands,:High_Sparrow,:Pycelle,:Faith_Militant
766	3	0	0	whose culture is war status of castle in The Gift	:The_Gift	:Craster,:Beyond_the_Wall,:Gilly,:Sam,:Mance_Rayder,:Tormund,:Ygritte,:Osha,:Morag,:Craster's_last_son,:Sissy,:Craster's_younger_wife_(Walk_of_Punishment),:Cotter,:Karsi,:Lord_of_Bones,:Craster's_wife_3_(Oathkeeper),:Craster's_wife_2_(Oathkeeper),:Dim_Dalba,:Bruni,:Craster's_wife_(Walk_of_Punishment),:Sylvi,:Wallen,:Orell
767	3	1	1	( who appeared in what was followed by Season 7 and first episode is Blood of My Blood )	:Season_7,:Blood_of_My_Blood	:Aerys_II_Targaryen,:Randyll_Tarly,:Kitty_Frey,:Dickon_Tarly
768	1	0	0	what first side of War of the Five Kings is	:War_of_the_Five_Kings	:King's_Landing,:House_Lannister,:Destruction_of_the_Great_Sept_of_Baelor,:Battle_of_the_Bastards,:Red_Wedding,:House_Bolton,:House_Frey,:Kingsguard,:Battle_of_the_Blackwater,:Iron_Throne,:The_Vale_of_Arryn,:House_Tyrell,:House_Umber,:House_Karstark,:House_Baratheon_of_King's_Landing,:House_Whitehill,:Assassinations_at_the_Twins,:City_Watch,:Hill_tribes
769	3	0	0	what was concurrent with whose second side is what first side of Battle of the Camps is	:Battle_of_the_Camps	:Liberation_of_Slaver's_Bay,:Conflict_Beyond_the_Wall,:Siege_of_Riverrun
770	1	0	0	located in Riverrun	:Riverrun	:Second_Siege_of_Riverrun,:Battle_of_the_Whispering_Wood,:Capture_of_Riverrun,:Battle_of_the_Camps,:Siege_of_Riverrun
771	1	0	0	what followed Vulture Hunt	:Vulture_Hunt	:Faith_Militant_uprising
772	2	1	0	( what War of the Five Kings is a conflict of and what followed First Battle of Deepwood Motte )	:First_Battle_of_Deepwood_Motte,:War_of_the_Five_Kings	:Fall_of_Winterfell
773	3	1	1	( what is after whose first side is House Lannister and whose first side is Iron Throne )	:House_Lannister,:Iron_Throne	:War_of_the_Five_Kings,:Greyjoy_Rebellion,:Defiance_of_Duskendale
774	3	1	0	( what is before Liberation of Raventree Hall and whose first side is allegiance of Varys )	:Liberation_of_Raventree_Hall,:Varys	:Execution_of_Eddard_Stark
775	1	0	0	family of Merry Frey	:Merry_Frey	:Walder_Frey,:Roslin_Tully,:Shirei_Frey,:Walda_Frey_(The_Rains_of_Castamere),:Derwa_Frey,:Waldra_Frey,:Walda_Bolton,:Sarra_Frey,:Serra_Frey,:Neyela_Frey,:Janeya_Frey,:Freya_Frey,:Marianne_Frey
776	3	1	1	( what whose predecessor is Invader of the North is the side two commander of and took place in Westeros )	:Westeros,:Balon_Greyjoy	:War_of_the_Five_Kings
777	2	1	0	( are of Northmen culture and mentioned is episode Lord Snow )	:Lord_Snow,:Northmen	:Rickard_Stark,:Brandon_Stark_(son_of_Rickard),:Mikken
778	1	0	0	preceded by Jon Arryn	:Jon_Arryn	:Eddard_Stark,:Robin_Arryn
779	2	0	0	is in place of Red Wedding	:Red_Wedding	:Walder_Frey,:Roslin_Tully,:Lothar_Frey,:Walder_Rivers,:Shirei_Frey,:Walda_Frey_(The_Rains_of_Castamere),:Stevron_Frey,:Derwa_Frey,:Waldra_Frey,:Waldron_Frey,:Olyvar_Frey,:Ryger_Rivers,:Arwaya_Frey,:Walda_Bolton,:Merry_Frey,:Sarra_Frey,:Serra_Frey,:Neyela_Frey,:Janeya_Frey,:Freya_Frey,:Tully_(son_of_Edmure),:Marianne_Frey,:Raymun_Darry
780	3	1	0	whose mother is ( mother of Reek <small>(formerly)</small> and those allied with House Greyjoy )	:House_Greyjoy,:Theon_Greyjoy	:Theon_Greyjoy,:Yara_Greyjoy,:Rodrik_Greyjoy,:Maron_Greyjoy
781	3	1	0	( first episode is Sons of the Harpy and mentioned is episode episode where Karl Tanner died )	:Sons_of_the_Harpy_(episode),:Karl_Tanner	:Tyene_Sand,:Nymeria_Sand,:Obara_Sand
782	2	1	0	( what is before Massacre in King's Landing and whose second side is House Lannister )	:House_Lannister,:Massacre_in_King's_Landing	:Liberation_of_Stone_Hedge
783	2	1	0	( whose allegiance is Unsullied and first episode is Kissed by Fire )	:Unsullied,:Kissed_by_Fire	:Grey_Worm
784	2	0	0	whose title is side one commander of Massacre in the Red Keep	:Massacre_in_the_Red_Keep	:Robert_Baratheon,:Daenerys_Targaryen,:Eddard_Stark,:Tyrion_Lannister,:Stannis_Baratheon,:Joffrey_Baratheon,:Tywin_Lannister,:Aerys_II_Targaryen,:Tommen_Baratheon,:Mace_Tyrell,:Rhaenyra_Targaryen,:Aegon_III_Targaryen,:Renly_Baratheon,:Aegon_II_Targaryen,:Jon_Arryn,:Kevan_Lannister,:Aegon_IV_Targaryen,:Maekar_Targaryen,:Aegon_I_Targaryen,:Daemon_I_Blackfyre,:Aegon_V_Targaryen,:Viserys_II_Targaryen,:Daemon_Targaryen,:Baelor_Targaryen,:Davos_Seaworth,:Maegor_Targaryen,:Viserys_I_Targaryen,:Brynden_Rivers,:Viserys_Targaryen,:Baelor_Targaryen_(son_of_Daeron_II),:Aerys_I_Targaryen,:Orys_Baratheon,:Aenys_Targaryen,:Aemond_Targaryen,:Qyburn,:Jaehaerys_I_Targaryen,:Rossart,:Cregan_Stark,:Criston_Cole,:Tyland_Lannister,:Otto_Hightower,:Corlys_Velaryon,:Edmyn_Tully,:Maelys_Blackfyre,:Ormund_Baratheon,:Jon_Connington
785	3	1	1	( is at castle in Kingdom of the Reach and who appeared in Season 6 )	:Season_6,:Kingdom_of_the_Reach	:Samwell_Tarly,:Randyll_Tarly,:Dickon_Tarly,:Melessa_Tarly,:Talla_Tarly
786	2	0	0	what whose first side is Destruction of the Great Sept of Baelor is a conflict of	:Destruction_of_the_Great_Sept_of_Baelor	:Destruction_of_the_Great_Sept_of_Baelor,:Battle_of_the_Bastards,:Red_Wedding,:Battle_of_the_Blackwater,:Battle_of_Castle_Black,:Battle_of_Ironrath,:Coup_in_Dorne,:Second_Siege_of_Riverrun,:Battle_of_Winterfell,:Assassination_at_Winterfell,:Battle_at_the_Mummer's_Ford,:Assassination_of_Renly_I,:Riot_of_King's_Landing,:Second_Trial_by_Combat_of_Tyrion_Lannister,:Purple_Wedding,:Sack_of_Winterfell,:Assassinations_at_the_Twins,:Battle_of_the_Whispering_Wood,:Execution_of_Eddard_Stark,:Raid_on_Craster's_Keep,:Surrender_of_Moat_Cailin,:Standoff_at_the_Great_Sept_of_Baelor,:Liberation_of_Harrenhal,:Battle_of_the_Green_Fork,:Massacre_in_King's_Landing,:Fall_of_Winterfell,:Battle_of_Stone_Mill,:Assassination_of_Myrcella_Baratheon,:Capture_of_Riverrun,:Battle_of_Oxcross,:Court_trial_of_Tyrion_Lannister,:Battle_of_the_Camps,:Assassination_at_the_Tower_of_the_Hand,:Raid_by_the_Gods_Eye,:Siege_of_Riverrun,:Battle_of_the_Yellow_Fork,:Surrender_of_the_Crag,:Sack_of_Ashemark,:Assault_on_the_Dreadfort,:Raid_on_Torrhen's_Square,:Assassination_of_Balon_Greyjoy,:Second_Battle_of_Deepwood_Motte,:Fall_of_Moat_Cailin,:Liberation_of_Stone_Hedge,:First_Battle_of_Deepwood_Motte,:Kingsmoot,:Liberation_of_Raventree_Hall,:Battle_of_the_Golden_Tooth
787	3	1	1	( first side casualty of whose first side is House Stark and whose season is Season 6 )	:House_Stark,:Season_6	:Rickon_Stark,:Edmure_Tully,:Howland_Reed
